pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-19 11:05:1.663000,2018-06-19 15:05:20.400000,227120.400,35.3258428496,-78.5110486796,35.7415,0.0090,0.0220,16,4
2018-06-19 11:05:1.736000,2018-06-19 15:05:20.500000,227120.500,35.3258400420,-78.5110497155,35.7445,0.0090,0.0220,16,4
2018-06-19 11:05:1.874000,2018-06-19 15:05:20.600000,227120.600,35.3258371371,-78.5110507083,35.7472,0.0090,0.0220,16,4
2018-06-19 11:05:1.927000,2018-06-19 15:05:20.700000,227120.700,35.3258342144,-78.5110516810,35.7492,0.0090,0.0220,16,4
2018-06-19 11:05:2.034000,2018-06-19 15:05:20.800000,227120.800,35.3258312414,-78.5110526939,35.7571,0.0100,0.0230,16,4
2018-06-19 11:05:2.146000,2018-06-19 15:05:20.900000,227120.900,35.3258282991,-78.5110536173,35.7498,0.0100,0.0230,16,4
2018-06-19 11:05:2.260000,2018-06-19 15:05:21.000000,227121.000,35.3258252868,-78.5110544690,35.7500,0.0100,0.0230,16,4
2018-06-19 11:05:2.332000,2018-06-19 15:05:21.100000,227121.100,35.3258222753,-78.5110553784,35.7552,0.0080,0.0180,16,4
2018-06-19 11:05:2.450000,2018-06-19 15:05:21.200000,227121.200,35.3258191793,-78.5110563689,35.7603,0.0080,0.0180,16,4
2018-06-19 11:05:2.541000,2018-06-19 15:05:21.300000,227121.300,35.3258160577,-78.5110573705,35.7633,0.0080,0.0180,16,4
2018-06-19 11:05:2.635000,2018-06-19 15:05:21.400000,227121.400,35.3258129310,-78.5110582519,35.7609,0.0080,0.0190,16,4
2018-06-19 11:05:2.730000,2018-06-19 15:05:21.500000,227121.500,35.3258097664,-78.5110591175,35.7657,0.0080,0.0190,16,4
2018-06-19 11:05:2.881000,2018-06-19 15:05:21.600000,227121.600,35.3258065306,-78.5110599396,35.7699,0.0080,0.0200,16,4
2018-06-19 11:05:2.927000,2018-06-19 15:05:21.700000,227121.700,35.3258032633,-78.5110608063,35.7680,0.0080,0.0200,16,4
2018-06-19 11:05:3.042000,2018-06-19 15:05:21.800000,227121.800,35.3257999723,-78.5110616533,35.7743,0.0090,0.0200,16,4
2018-06-19 11:05:3.140000,2018-06-19 15:05:21.900000,227121.900,35.3257966796,-78.5110625497,35.7792,0.0090,0.0210,16,4
